"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"TGLS","Tecnoglass Inc.","13.47","$359.19M","2012","Consumer Durables","Electronic Components","http://www.nasdaq.com/symbol/tgls",
"TE","TECO Energy, Inc.","27.51","$6.48B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/te",
"TGEN","Tecogen Inc.","5.87","$103.25M","2014","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tgen",
"TK","Teekay Corporation","8.99","$653.63M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/tk",
"TGP","Teekay LNG Partners L.P.","12.25","$974.05M","2005","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tgp",
"TOO","Teekay Offshore Partners L.P.","5.54","$592.78M","2006","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/too",
"TOO^A","Teekay Offshore Partners L.P.","14.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/too^a",
"TOO^B","Teekay Offshore Partners L.P.","16.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/too^b",
"TNK","Teekay Tankers Ltd.","3.6","$550.08M","2007","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/tnk",
"GCI","TEGNA Inc.","15.39","$1.79B","2015","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/gci",
"TGNA","TEGNA Inc.","23.37","$5.13B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/tgna",
"TRC","Tejon Ranch Co","19.42","$402.07M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/trc",
"HQH","Tekla Healthcare Investors","23.02","$651M","1987","n/a","n/a","http://www.nasdaq.com/symbol/hqh",
"THQ","Tekla Healthcare Opportunies Fund","15.52","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/thq",
"HQL","Tekla Life Sciences Investors","17.21","$263.1M","1992","n/a","n/a","http://www.nasdaq.com/symbol/hql",
"THW","Tekla World Healthcare Fund","13.76","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/thw",
"TDOC","Teladoc, Inc.","9.94","$383.33M","2015","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/tdoc",
"TEO","Telecom Argentina Stet - France Telecom S.A.","18.91","$3.67B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/teo",
"TI.A","Telecom Italia S.P.A.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ti.a",
"TI","Telecom Italia S.P.A.","10.74","$20.77B","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ti",
"TDY","Teledyne Technologies Incorporated","86.86","$2.99B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tdy",
"TFX","Teleflex Incorporated","154.62","$6.44B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tfx",
"VIV","Telefonica Brasil S.A.","11.97","$20.21B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/viv",
"TEF","Telefonica SA","10.87","$54.08B","1988","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tef",
"TNAV","TeleNav, Inc.","5.77","$238.74M","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnav",
"TDA","Telephone and Data Systems, Inc.","24.68","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tda",
"TDE","Telephone and Data Systems, Inc.","25.44","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tde",
"TDI","Telephone and Data Systems, Inc.","26.02","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tdi",
"TDJ","Telephone and Data Systems, Inc.","25.37","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tdj",
"TDS","Telephone and Data Systems, Inc.","28.43","$3.09B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tds",
"TTEC","TeleTech Holdings, Inc.","27.44","$1.33B","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/ttec",
"TLGT","Teligent, Inc.","4.8","$254.43M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlgt",
"TIK","Tel-Instrument Electronics Corp.","4.23","$13.78M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik",
"TU","TELUS Corporation","31.44","$18.65B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/tu",
"TDF","Templeton Dragon Fund, Inc.","16.59","$591.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tdf",
"EMF","Templeton Emerging Markets Fund","10.63","$191.76M","1987","n/a","n/a","http://www.nasdaq.com/symbol/emf",
"TEI","Templeton Emerging Markets Income Fund, Inc.","10.37","$497.34M","1993","n/a","n/a","http://www.nasdaq.com/symbol/tei",
"GIM","Templeton Global Income Fund, Inc.","6.44","$863.89M","1988","n/a","n/a","http://www.nasdaq.com/symbol/gim",
"TPX","Tempur Sealy International, Inc.","57.81","$3.61B","2003","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tpx",
"TS","Tenaris S.A.","23.98","$14.15B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/ts",
"TENX","Tenax Therapeutics, Inc.","2.1","$59.05M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/tenx",
"THC","Tenet Healthcare Corporation","27.98","$2.76B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/thc",
"TGC","Tengasco, Inc.","1.4","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"TNC","Tennant Company","50.55","$892.2M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnc",
"TEN","Tenneco Inc.","50.19","$2.89B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ten",
"TVC","Tennessee Valley Authority","25.57","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tvc",
"TVE","Tennessee Valley Authority","25.31","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/tve",
"TDC","Teradata Corporation","25.85","$3.34B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/tdc",
"TER","Teradyne, Inc.","21.09","$4.31B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ter",
"TEX","Terex Corporation","25.05","$2.72B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/tex",
"TX","Ternium S.A.","17.88","$3.58B","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/tx",
"TNH","Terra Nitrogen Company, L.P.","105.17","$1.95B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/tnh",
"GLBL","TerraForm Global, Inc.","2.57","$457.6M","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/glbl",
"TERP","TerraForm Power, Inc.","8.53","$1.2B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/terp",
"TRTL","Terrapin 3 Acquisition Corporation","9.9","$263.28M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/trtl",
"TRTLU","Terrapin 3 Acquisition Corporation","10.15","$187.78M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/trtlu",
"TRTLW","Terrapin 3 Acquisition Corporation","0.325","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/trtlw",
"TRNO","Terreno Realty Corporation","22.44","$973.71M","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/trno",
"TRNO^A","Terreno Realty Corporation","25.75","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/trno^a",
"TBNK","Territorial Bancorp Inc.","25.71","$248.35M","2009","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tbnk",
"TSRO","TESARO, Inc.","47.94","$1.93B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tsro",
"TESO","Tesco Corporation","8.43","$331.04M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/teso",
"TSLA","Tesla Motors, Inc.","227.75","$30.08B","2010","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tsla",
"TSO","Tesoro Corporation","92.49","$11.09B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/tso",
"TLLP","Tesoro Logistics LP","43.34","$4.06B","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/tllp",
"TESS","TESSCO Technologies Incorporated","17.18","$142.13M","1994","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tess",
"TSRA","Tessera Technologies, Inc.","30.39","$1.53B","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/tsra",
"TTEK","Tetra Tech, Inc.","28.82","$1.69B","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/ttek",
"TTI","Tetra Technologies, Inc.","6.18","$495.99M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tti",
"TLOG","TetraLogic Pharmaceuticals Corporation","0.1867","$4.62M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlog",
"TTPH","Tetraphase Pharmaceuticals, Inc.","4.11","$150.42M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ttph",
"TEVA","Teva Pharmaceutical Industries Limited","54.29","$49.28B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/teva",
"TCBI","Texas Capital Bancshares, Inc.","38.69","$1.78B","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbi",
"TCBIL","Texas Capital Bancshares, Inc.","24.908","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbil",
"TCBIP","Texas Capital Bancshares, Inc.","23.7401","$142.44M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbip",
"TCBIW","Texas Capital Bancshares, Inc.","26.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbiw",
"TXN","Texas Instruments Incorporated","56.7","$57B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/txn",
"TPL","Texas Pacific Land Trust","146.52","$1.19B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tpl",
"TXRH","Texas Roadhouse, Inc.","41.58","$2.91B","2004","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/txrh",
"TGH","Textainer Group Holdings Limited","13.44","$759.8M","2007","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/tgh",
"TXT","Textron Inc.","36.16","$9.81B","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/txt",
"TXTR","Textura Corporation","18.27","$478.55M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/txtr",
"TFSL","TFS Financial Corporation","17.32","$5B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tfsl",
"TGTX","TG Therapeutics, Inc.","8.26","$446.83M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tgtx",
"TTF","Thai Fund, Inc. (The)","7.32","$91.58M","1988","n/a","n/a","http://www.nasdaq.com/symbol/ttf",
"ABCO","The Advisory Board Company","30.63","$1.27B","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/abco",
"AES","The AES Corporation","11.57","$7.63B","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/aes",
"AES^C","The AES Corporation","50.4","n/a","n/a","Basic Industries","Electric Utilities: Central","http://www.nasdaq.com/symbol/aes^c",
"ANDE","The Andersons, Inc.","29.58","$828.24M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/ande",
"TBBK","The Bancorp, Inc.","5.39","$204.17M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tbbk",
"BX","The Blackstone Group L.P.","26.45","$31.5B","2007","Finance","Investment Managers","http://www.nasdaq.com/symbol/bx",
"BONT","The Bon-Ton Stores, Inc.","2.15","$45.43M","1991","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/bont",
"CG","The Carlyle Group L.P.","16.1","$5.35B","2012","Finance","Investment Managers","http://www.nasdaq.com/symbol/cg",
"SCHW","The Charles Schwab Corporation","28.09","$37.09B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/schw",
"SCHW^B","The Charles Schwab Corporation","26.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/schw^b",
"SCHW^C","The Charles Schwab Corporation","26.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/schw^c",
"SCHW^D","The Charles Schwab Corporation","25.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/schw^d",
"CAKE","The Cheesecake Factory Incorporated","52.24","$2.53B","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cake",
"CHEF","The Chefs&#39; Warehouse, Inc.","19.45","$511.19M","2011","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/chef",
"TCFC","The Community Financial Corporation","21.25","$98.86M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tcfc",
"SRV","The Cushing MLP Total Return Fund","9.74","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/srv",
"DSGX","The Descartes Systems Group Inc.","18.19","$1.38B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dsgx",
"DXYN","The Dixie Group, Inc.","4.24","$67.87M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/dxyn",
"ENSG","The Ensign Group, Inc.","21.58","$1.09B","2007","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ensg",
"XONE","The ExOne Company","12.55","$182.28M","2013","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xone",
"FINL","The Finish Line, Inc.","19.07","$845.89M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/finl",
"FBMS","The First Bancshares, Inc.","15.6","$84.29M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbms",
"FLIC","The First of Long Island Corporation","27.52","$390.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/flic",
"TFM","The Fresh Market, Inc.","28.36","$1.33B","2010","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/tfm",
"GLU^A","The Gabelli Global Utility and Income Trust","51.0501","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glu^a",
"GLU","The Gabelli Global Utility and Income Trust","17.3308","$71.25M","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu",
"GRX","The Gabelli Healthcare & Wellness Trust","9.76","$145.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx",
"GRX^A","The Gabelli Healthcare & Wellness Trust","25.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx^a",
"GRX^B","The Gabelli Healthcare & Wellness Trust","27.7536","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grx^b",
"GDL","The GDL Fund","9.94","$203.67M","2007","n/a","n/a","http://www.nasdaq.com/symbol/gdl",
"GDL^B","The GDL Fund","50.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gdl^b",
"GT","The Goodyear Tire & Rubber Company","32.18","$8.59B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/gt",
"HABT","The Habit Restaurants, Inc.","18.35","$477.12M","2014","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/habt",
"HCKT","The Hackett Group, Inc.","14.58","$439.7M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hckt",
"HAIN","The Hain Celestial Group, Inc.","40.23","$4.15B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/hain",
"THG","The Hanover Insurance Group, Inc.","85.73","$3.67B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/thg",
"THGA","The Hanover Insurance Group, Inc.","25.5","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/thga",
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","6.855","$38.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cuba",
"INTG","The Intergroup Corporation","25.76","$61.4M","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/intg",
"JYNT","The Joint Corp.","3.0443","$38.31M","2014","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/jynt",
"KEYW","The KEYW Holding Corporation","6.39","$254.66M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/keyw",
"KHC","The Kraft Heinz Company","76.46","$92.91B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/khc",
"MDCO","The Medicines Company","31.31","$2.18B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdco",
"MIK","The Michaels Companies, Inc.","26.54","$5.55B","2014","Consumer Services","Recreational Products/Toys","http://www.nasdaq.com/symbol/mik",
"MIDD","The Middleby Corporation","103.13","$5.91B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/midd",
"NAVG","The Navigators Group, Inc.","82.6","$1.19B","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/navg",
"STKS","The ONE Group Hospitality, Inc.","2.6312","$66.2M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/stks",
"PCLN","The Priceline Group Inc. ","1301.19","$64.56B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcln",
"PRSC","The Providence Service Corporation","49.22","$731.72M","2003","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/prsc",
"BITE","The Restaurant ETF","24.8714","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bite",
"RMR","The RMR Group Inc.","24.36","$755.16M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/rmr",
"RUBI","The Rubicon Project, Inc.","17.5","$825.62M","2014","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/rubi",
"SPNC","The Spectranetics Corporation","13.85","$591.38M","1992","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/spnc",
